target_word,similar_word,similarity_score,method,model
人道,們,0.7591189706646512,pearson,bert
人道,後,0.7535871112463951,pearson,bert
人道,生,0.7479292830794457,pearson,bert
人道,此,0.7430513440953309,pearson,bert
人道,十,0.7236679531447215,pearson,bert
人道,過,0.7222847053935638,pearson,bert
人道,着,0.7180323860923835,pearson,bert
人道,手,0.7151192532718028,pearson,bert
人道,主,0.7115946680481899,pearson,bert
人道,時,0.7105372177869277,pearson,bert
人道,者,0.7043803242958226,pearson,bert
人道,麥,0.7004748226544673,pearson,bert
人道,年,0.6998755944175679,pearson,bert
人道,地,0.6983857101833464,pearson,bert
人道,子,0.6974371729371248,pearson,bert
人道,正,0.6931646939791584,pearson,bert
人道,米,0.6883380390217793,pearson,bert
人道,食,0.6866067933512495,pearson,bert
人道,這,0.6858480387947239,pearson,bert
人道,民,0.6848635340060424,pearson,bert
